,Stakes,Odds,Available,Num_Runners,Race_Type,Going,Days,Bet_Strength,Result,Profit
371,5,2.26,119,8,CHASE,FIRM,37,5,WINNER,11.299999999999999
372,2,6.0,21,13,CHASE,FAST,48,3,LOSER,-2.0
373,2,2.42,158,13,CHASE,SOFT,14,1,LOSER,-2.0
374,5,2.84,123,6,CHASE,FAST,28,4,LOSER,-5.0
375,2,1.01,27,8,FLAT,GOOD/FIRM,26,1,WINNER,2.02
376,2,1.59,34,10,FLAT,SOFT,19,3,WINNER,3.18
377,2,4.4,886,9,FLAT,GOOD/SOFT,19,1,LOSER,-2.0
378,2,4.4,147,8,HURDLE,FAST,103,3,LOSER,-2.0
379,2,1.32,316,9,CHASE,FAST,29,3,WINNER,2.64
380,5,300.0,1923,6,HURDLE,FIRM,17,5,LOSER,-5.0
381,2,1.88,4,6,FLAT,FAST,14,2,WINNER,3.76
382,2,1.13,206,7,CHASE,GOOD/FIRM,50,3,WINNER,2.26
383,2,2.1,68,8,FLAT,GOOD/FIRM,15,2,WINNER,4.2
384,5,9.4,470,11,FLAT,GOOD/SOFT,24,4,LOSER,-5.0
385,2,1.6,878,10,FLAT,HEAVY,36,2,WINNER,3.2
386,5,12.0,188,16,CHASE,HEAVY,18,4,LOSER,-5.0
387,2,2.88,84,7,FLAT,SOFT,8,1,LOSER,-2.0
388,5,2.6,5,7,CHASE,GOOD/SOFT,45,4,LOSER,-5.0
389,5,7.2,61,8,FLAT,GOOD/SOFT,42,4,WINNER,36.0
390,2,2.08,114,6,HURDLE,HEAVY,20,2,LOSER,-2.0
391,2,5.5,4,8,FLAT,FAST,20,1,LOSER,-2.0
392,2,2.22,44,11,HURDLE,FIRM,28,1,WINNER,4.44
393,2,1.4,3,6,FLAT,FIRM,10,1,LOSER,-2.0
394,2,2.22,91,14,FLAT,FAST,15,3,WINNER,4.44
395,2,160.0,29,9,HURDLE,FIRM,32,3,LOSER,-2.0
396,2,3.75,69,11,CHASE,HEAVY,24,3,LOSER,-2.0
397,2,1.13,136,7,FLAT,HEAVY,15,2,LOSER,-2.0
398,2,9.2,13,5,FLAT,HEAVY,32,2,LOSER,-2.0
399,5,25.0,43,11,FLAT,GOOD/FIRM,22,4,LOSER,-5.0
400,5,14.0,921,21,HURDLE,GOOD/FIRM,15,5,LOSER,-5.0
401,2,6.4,44,10,FLAT,HEAVY,18,3,LOSER,-2.0
402,5,1.55,24,18,HURDLE,SOFT,53,4,WINNER,7.75
403,2,1.49,572,7,FLAT,GOOD ,33,2,WINNER,2.98
404,5,3.55,5,9,FLAT,FAST,16,4,LOSER,-5.0
405,2,1.81,252,7,FLAT,GOOD ,16,1,WINNER,3.62
406,2,300.0,5,5,FLAT,GOOD/FIRM,20,1,LOSER,-2.0
407,5,4.6,97,6,FLAT,GOOD/FIRM,18,4,LOSER,-5.0
408,2,10.0,147,20,FLAT,GOOD/SOFT,21,1,LOSER,-2.0
409,2,4.0,60,8,FLAT,GOOD/SOFT,7,2,LOSER,-2.0
410,2,6.8,173,6,FLAT,GOOD/SOFT,25,2,WINNER,13.6
411,2,4.8,239,7,FLAT,GOOD/FIRM,14,3,LOSER,-2.0
412,2,1.17,785,10,FLAT,GOOD ,12,3,WINNER,2.34
413,2,35.0,96,8,FLAT,GOOD/FIRM,23,1,LOSER,-2.0
414,2,8.2,584,16,HURDLE,GOOD/SOFT,9,1,LOSER,-2.0
415,2,1.86,134,5,FLAT,GOOD/SOFT,12,2,LOSER,-2.0
416,2,3.5,1661,13,HURDLE,GOOD ,18,1,LOSER,-2.0
417,2,1.42,1217,5,FLAT,GOOD/FIRM,25,2,LOSER,-2.0
418,5,6.2,1012,16,HURDLE,FIRM,31,4,WINNER,31.0
419,2,11.0,527,13,FLAT,HEAVY,18,1,LOSER,-2.0
420,5,300.0,24,9,FLAT,GOOD/SOFT,78,4,LOSER,-5.0
421,2,6.2,249,11,FLAT,SOFT,28,1,LOSER,-2.0
422,2,1.08,181,9,FLAT,GOOD ,24,3,WINNER,2.16
423,2,90.0,82,5,FLAT,HEAVY,18,1,LOSER,-2.0
424,2,1.47,11,18,HURDLE,SOFT,22,1,WINNER,2.94
425,5,1.99,110,16,FLAT,FAST,22,5,WINNER,9.95
426,2,3.7,199,19,HURDLE,GOOD/SOFT,32,1,LOSER,-2.0
427,5,2.52,325,7,FLAT,GOOD/SOFT,40,4,WINNER,12.6
428,2,2.18,38,12,HURDLE,GOOD/FIRM,12,2,WINNER,4.36
429,2,1.39,692,8,HURDLE,GOOD ,19,1,WINNER,2.78
430,2,3.35,1331,16,FLAT,GOOD/SOFT,58,3,LOSER,-2.0
431,2,4.3,12,6,FLAT,GOOD/FIRM,31,2,LOSER,-2.0
432,5,1.25,70,10,FLAT,FIRM,37,5,WINNER,6.25
433,2,3.1,2,7,HURDLE,GOOD ,68,3,LOSER,-2.0
434,2,2.4,944,9,FLAT,FAST,15,1,LOSER,-2.0
435,5,5.1,116,16,HURDLE,GOOD ,13,5,LOSER,-5.0
436,2,1.6,28,13,FLAT,FAST,14,3,WINNER,3.2
437,5,1.6,8,12,HURDLE,GOOD ,13,5,WINNER,8.0
438,2,8.6,125,7,HURDLE,FAST,11,2,LOSER,-2.0
439,2,2.06,1407,22,CHASE,GOOD ,30,1,LOSER,-2.0
440,2,1.84,262,13,FLAT,SOFT,23,1,WINNER,3.68
441,2,8.0,24,16,FLAT,FIRM,38,1,LOSER,-2.0
442,2,2.1,535,12,CHASE,GOOD ,92,1,WINNER,4.2
443,2,1.03,176,7,FLAT,SOFT,52,3,WINNER,2.06
444,2,2.8,222,10,FLAT,HEAVY,15,3,LOSER,-2.0
445,5,2.68,49,11,HURDLE,GOOD/FIRM,36,4,WINNER,13.4
446,2,1.56,44,6,HURDLE,GOOD/FIRM,17,2,LOSER,-2.0
447,5,1.05,90,8,FLAT,FIRM,37,4,WINNER,5.25
448,2,3.7,27,8,HURDLE,GOOD/FIRM,53,1,LOSER,-2.0
449,2,1.67,191,11,FLAT,GOOD/SOFT,17,1,WINNER,3.34
450,5,2.28,1010,8,CHASE,GOOD/FIRM,17,5,WINNER,11.399999999999999
451,2,90.0,72,21,HURDLE,FAST,13,1,LOSER,-2.0
452,5,2.24,99,13,FLAT,HEAVY,23,4,LOSER,-5.0
453,2,2.62,9,11,FLAT,HEAVY,15,1,LOSER,-2.0
454,2,1.49,539,15,HURDLE,GOOD/SOFT,18,1,WINNER,2.98
455,5,1.79,1705,11,FLAT,GOOD/SOFT,76,4,WINNER,8.95
456,2,2.56,106,6,FLAT,GOOD/SOFT,25,2,LOSER,-2.0
457,2,160.0,934,5,HURDLE,HEAVY,15,1,LOSER,-2.0
458,2,2.82,244,8,HURDLE,GOOD/FIRM,43,3,LOSER,-2.0
459,2,1.67,684,8,HURDLE,FIRM,17,3,WINNER,3.34
460,2,1.49,1054,8,FLAT,HEAVY,20,2,LOSER,-2.0
461,2,1.17,903,7,FLAT,SOFT,31,3,LOSER,-2.0
462,2,1.51,302,16,HURDLE,HEAVY,14,3,WINNER,3.02
463,5,1.59,337,9,CHASE,GOOD ,22,4,WINNER,7.95
464,2,1.57,2039,16,FLAT,SOFT,12,1,LOSER,-2.0
465,5,1.81,451,12,HURDLE,SOFT,9,4,WINNER,9.05
466,2,1.45,859,12,HURDLE,GOOD/SOFT,39,1,WINNER,2.9
467,2,1.73,1871,13,CHASE,HEAVY,29,3,LOSER,-2.0
468,2,1.73,137,17,FLAT,FAST,74,1,WINNER,3.46
469,5,1.87,347,12,FLAT,FAST,47,4,WINNER,9.350000000000001
470,2,1.8,296,9,HURDLE,SOFT,35,2,WINNER,3.6
471,2,3.25,66,7,HURDLE,HEAVY,15,1,LOSER,-2.0
472,5,350.0,381,16,FLAT,SOFT,27,5,LOSER,-5.0
473,5,4.2,1870,7,CHASE,HEAVY,16,4,WINNER,21.0
474,2,900.0,539,9,HURDLE,GOOD/FIRM,54,2,LOSER,-2.0
475,5,2.54,18,7,CHASE,GOOD/SOFT,14,4,WINNER,12.7
476,5,2.92,27,8,FLAT,SOFT,18,4,LOSER,-5.0
477,5,1.87,57,12,FLAT,FAST,18,4,WINNER,9.350000000000001
478,2,3.65,149,16,FLAT,FIRM,18,1,LOSER,-2.0
479,2,2.96,14,8,FLAT,FIRM,32,1,WINNER,5.92
480,2,3.1,271,6,FLAT,GOOD ,8,3,LOSER,-2.0
481,5,1.17,137,9,HURDLE,HEAVY,15,4,WINNER,5.85
482,5,1.85,218,8,FLAT,HEAVY,91,5,LOSER,-5.0
483,5,50.0,98,8,CHASE,GOOD/SOFT,14,5,LOSER,-5.0
484,2,1.61,23,6,FLAT,GOOD/FIRM,14,1,LOSER,-2.0
485,5,3.95,482,7,HURDLE,FIRM,13,4,LOSER,-5.0
486,2,1.24,90,10,FLAT,GOOD/FIRM,35,2,WINNER,2.48
487,2,11.0,1586,9,HURDLE,GOOD/FIRM,44,1,LOSER,-2.0
488,2,1.83,51,7,CHASE,SOFT,12,3,LOSER,-2.0
489,2,2.34,422,6,FLAT,SOFT,18,1,LOSER,-2.0
490,2,1.94,48,12,HURDLE,HEAVY,7,2,WINNER,3.88
491,2,1.84,63,8,HURDLE,SOFT,15,1,WINNER,3.68
492,2,1.07,1616,14,FLAT,SOFT,18,1,WINNER,2.14
493,2,18.0,453,8,HURDLE,SOFT,52,3,LOSER,-2.0
494,2,30.0,196,6,CHASE,FAST,11,3,LOSER,-2.0
495,5,1.32,32,9,CHASE,GOOD/FIRM,59,5,WINNER,6.6000000000000005
496,2,1.16,42,10,HURDLE,GOOD ,8,2,WINNER,2.32
497,2,2.02,55,11,FLAT,GOOD/SOFT,33,2,WINNER,4.04
498,2,1.82,351,10,FLAT,FAST,19,1,WINNER,3.64
499,5,9.4,222,9,CHASE,GOOD ,51,4,LOSER,-5.0
500,2,3.35,45,7,CHASE,GOOD ,19,1,LOSER,-2.0
501,5,1.31,961,17,HURDLE,GOOD/SOFT,21,4,WINNER,6.550000000000001
502,2,1.48,69,20,FLAT,GOOD ,20,1,LOSER,-2.0
503,2,250.0,46,6,HURDLE,FAST,13,2,LOSER,-2.0
504,2,1.77,281,6,FLAT,HEAVY,17,3,LOSER,-2.0
505,2,1.65,75,6,CHASE,GOOD/SOFT,5,3,WINNER,3.3
506,2,8.6,12,16,HURDLE,GOOD/SOFT,12,2,LOSER,-2.0
507,2,5.9,176,10,FLAT,HEAVY,26,3,LOSER,-2.0
508,5,1.85,15,5,HURDLE,FIRM,30,5,WINNER,9.25
509,2,800.0,323,24,HURDLE,HEAVY,28,1,LOSER,-2.0
510,5,5.7,281,22,HURDLE,FIRM,14,4,LOSER,-5.0
511,2,1.75,10,8,FLAT,FAST,32,3,LOSER,-2.0
512,2,1.3,126,21,FLAT,GOOD ,18,1,LOSER,-2.0
513,2,250.0,67,9,FLAT,FIRM,9,1,LOSER,-2.0
514,2,1.44,27,5,CHASE,FAST,26,1,WINNER,2.88
515,2,5.9,840,7,FLAT,GOOD/SOFT,11,2,LOSER,-2.0
516,2,1.88,26,7,FLAT,HEAVY,8,3,WINNER,3.76
517,5,2.1,133,9,FLAT,HEAVY,50,5,LOSER,-5.0
518,2,2.6,263,11,CHASE,SOFT,15,1,WINNER,5.2
519,2,1.13,2,6,CHASE,GOOD/FIRM,21,2,WINNER,2.26
520,2,1.81,81,9,FLAT,SOFT,34,3,WINNER,3.62
521,5,1.49,28,18,FLAT,GOOD ,23,4,WINNER,7.45
522,5,1.43,1205,10,HURDLE,GOOD/FIRM,9,5,LOSER,-5.0
523,2,1.25,180,18,CHASE,HEAVY,13,1,WINNER,2.5
524,5,1.99,9,15,HURDLE,GOOD/SOFT,61,5,WINNER,9.95
525,2,4.9,342,8,CHASE,FIRM,28,2,WINNER,9.8
526,2,1.98,58,10,HURDLE,HEAVY,11,3,WINNER,3.96
527,5,2.72,360,12,HURDLE,FAST,15,4,WINNER,13.600000000000001
528,2,2.6,2,6,FLAT,GOOD/SOFT,32,1,LOSER,-2.0
529,5,1.88,1644,7,FLAT,FIRM,65,5,WINNER,9.399999999999999
530,2,1.92,7,9,FLAT,SOFT,16,1,LOSER,-2.0
531,5,1.53,19,6,FLAT,FAST,14,4,LOSER,-5.0
532,5,8.8,641,7,FLAT,HEAVY,12,5,LOSER,-5.0
533,2,3.0,1529,13,CHASE,SOFT,40,3,LOSER,-2.0
534,2,1.73,109,8,FLAT,GOOD/SOFT,30,3,WINNER,3.46
535,5,5.6,433,6,FLAT,GOOD/FIRM,12,4,WINNER,28.0
536,5,2.1,139,7,FLAT,HEAVY,34,5,LOSER,-5.0
537,5,35.0,135,12,FLAT,GOOD ,37,5,LOSER,-5.0
538,2,1.89,1639,12,FLAT,GOOD/FIRM,8,2,WINNER,3.78
539,2,9.0,745,7,FLAT,GOOD ,15,3,LOSER,-2.0
540,2,12.0,11,6,HURDLE,GOOD/SOFT,58,2,LOSER,-2.0
541,2,11.0,772,16,FLAT,GOOD/SOFT,21,3,LOSER,-2.0
542,2,9.6,10,13,HURDLE,SOFT,10,2,LOSER,-2.0
543,2,7.6,416,10,HURDLE,HEAVY,43,3,LOSER,-2.0
544,5,2.32,66,11,FLAT,GOOD/SOFT,8,4,LOSER,-5.0
545,5,3.45,30,17,FLAT,FAST,18,4,LOSER,-5.0
546,2,1.46,292,11,HURDLE,SOFT,17,2,WINNER,2.92
547,2,2.12,66,7,HURDLE,GOOD/FIRM,43,1,WINNER,4.24
548,5,1.42,276,14,CHASE,GOOD/SOFT,30,4,WINNER,7.1
549,2,1.41,3,8,FLAT,GOOD/SOFT,11,3,WINNER,2.82
550,2,5.7,199,6,FLAT,GOOD/SOFT,20,3,LOSER,-2.0
551,2,1.86,1960,10,FLAT,GOOD/FIRM,9,2,LOSER,-2.0
552,2,10.0,988,11,HURDLE,FIRM,7,3,LOSER,-2.0
553,2,200.0,14,7,HURDLE,GOOD/FIRM,125,1,LOSER,-2.0
554,2,1.05,91,6,FLAT,HEAVY,10,3,WINNER,2.1
555,2,1.49,3,18,HURDLE,GOOD/FIRM,16,2,WINNER,2.98
556,2,1.35,212,7,HURDLE,SOFT,38,2,WINNER,2.7
557,5,1.21,201,5,FLAT,FAST,5,4,WINNER,6.05
558,5,9.2,156,6,HURDLE,FIRM,81,4,LOSER,-5.0
559,2,5.5,282,7,FLAT,FAST,13,2,WINNER,11.0
560,2,1.57,81,17,FLAT,SOFT,17,3,LOSER,-2.0
561,2,2.34,18,7,FLAT,HEAVY,8,1,WINNER,4.68
562,2,6.4,175,9,HURDLE,HEAVY,28,1,LOSER,-2.0
563,2,1.04,24,21,FLAT,FAST,10,3,WINNER,2.08
564,2,2.92,15,20,HURDLE,GOOD/FIRM,14,2,LOSER,-2.0
566,5,9.2,158,6,HURDLE,GOOD/SOFT,19,5,LOSER,-5.0
567,5,9.4,209,5,HURDLE,SOFT,11,5,LOSER,-5.0
568,5,120.0,62,16,CHASE,GOOD ,20,5,LOSER,-5.0
569,5,1.41,26,8,FLAT,FIRM,47,4,WINNER,7.05
570,2,2.0,289,16,FLAT,HEAVY,32,3,WINNER,4.0
571,2,1.08,1333,23,FLAT,SOFT,5,2,WINNER,2.16
572,2,1.24,20,10,FLAT,HEAVY,6,3,WINNER,2.48
573,2,1.72,54,14,FLAT,SOFT,7,1,WINNER,3.44
574,2,8.2,782,7,FLAT,GOOD/SOFT,18,2,LOSER,-2.0
575,2,1.41,1752,8,FLAT,HEAVY,63,2,WINNER,2.82
576,2,1.11,317,23,CHASE,GOOD ,20,2,WINNER,2.22
577,2,2.68,147,8,HURDLE,GOOD/SOFT,6,2,LOSER,-2.0
578,5,1.39,5,20,FLAT,FIRM,19,4,WINNER,6.949999999999999
579,2,19.0,8,12,CHASE,FAST,32,2,LOSER,-2.0
580,5,1.45,25,6,HURDLE,GOOD ,32,4,LOSER,-5.0
581,2,5.8,183,14,FLAT,GOOD/SOFT,25,1,LOSER,-2.0
582,2,2.74,47,14,CHASE,FIRM,23,2,WINNER,5.48
583,5,1.42,1692,14,HURDLE,FAST,30,5,WINNER,7.1
584,2,1.48,221,11,FLAT,HEAVY,30,2,LOSER,-2.0
585,2,1.34,94,14,FLAT,SOFT,39,2,WINNER,2.68
586,2,1.11,32,10,FLAT,FIRM,32,2,WINNER,2.22
587,2,8.2,380,7,FLAT,FIRM,15,3,LOSER,-2.0
588,2,2.5,57,6,HURDLE,GOOD/FIRM,24,3,WINNER,5.0
589,2,8.0,649,6,HURDLE,FIRM,12,2,LOSER,-2.0
590,2,4.5,55,16,FLAT,FAST,13,3,LOSER,-2.0
591,2,4.3,1955,8,FLAT,HEAVY,22,1,LOSER,-2.0
592,2,1.04,429,10,FLAT,FAST,37,1,WINNER,2.08
593,2,2.16,815,6,HURDLE,GOOD ,30,1,WINNER,4.32
594,2,60.0,321,9,CHASE,FIRM,14,1,LOSER,-2.0
595,2,500.0,398,11,FLAT,FAST,13,3,LOSER,-2.0
596,2,1.51,5,7,HURDLE,GOOD/SOFT,38,1,WINNER,3.02
597,2,2.22,121,8,FLAT,SOFT,5,1,WINNER,4.44
598,2,2.74,68,11,HURDLE,FIRM,7,3,WINNER,5.48
599,2,1.04,169,10,CHASE,GOOD/FIRM,14,1,WINNER,2.08
600,2,900.0,365,8,FLAT,GOOD/SOFT,12,1,LOSER,-2.0
601,2,3.15,737,15,HURDLE,SOFT,12,2,WINNER,6.3
602,2,2.58,84,11,FLAT,GOOD/SOFT,14,1,LOSER,-2.0
603,5,16.0,34,7,HURDLE,HEAVY,6,5,LOSER,-5.0
604,2,1.46,1482,11,FLAT,FAST,8,3,LOSER,-2.0
605,2,1.95,22,8,HURDLE,GOOD/SOFT,32,2,WINNER,3.9
606,5,1.41,700,13,FLAT,HEAVY,62,4,WINNER,7.05
607,5,4.9,39,10,HURDLE,GOOD/SOFT,50,5,LOSER,-5.0
608,2,70.0,823,9,HURDLE,GOOD/SOFT,57,3,LOSER,-2.0
609,2,350.0,1277,7,FLAT,GOOD/FIRM,50,2,LOSER,-2.0
610,5,2.96,52,16,HURDLE,FAST,23,5,WINNER,14.8
611,2,3.5,85,8,HURDLE,HEAVY,17,2,WINNER,7.0
612,2,2.36,45,6,FLAT,GOOD/FIRM,5,3,LOSER,-2.0
613,2,3.4,164,11,HURDLE,GOOD/FIRM,19,1,WINNER,6.8
614,2,2.06,155,13,HURDLE,GOOD/SOFT,23,2,LOSER,-2.0
615,2,1.93,100,14,FLAT,HEAVY,18,3,WINNER,3.86
616,2,1.65,5,11,FLAT,GOOD/FIRM,14,1,WINNER,3.3
617,5,1.45,181,14,CHASE,GOOD ,28,4,WINNER,7.25
618,2,1.35,33,7,FLAT,FIRM,20,3,WINNER,2.7
619,2,2.06,1155,16,FLAT,FAST,13,3,LOSER,-2.0
620,5,160.0,27,9,FLAT,HEAVY,24,5,LOSER,-5.0
621,2,1.1,439,7,FLAT,GOOD/SOFT,21,3,WINNER,2.2
622,5,1.21,81,7,HURDLE,GOOD ,7,5,WINNER,6.05
623,2,1.11,7,7,CHASE,FAST,13,2,WINNER,2.22
624,5,1.59,120,7,FLAT,SOFT,19,4,LOSER,-5.0
625,2,1.13,49,9,FLAT,FIRM,57,3,WINNER,2.26
626,2,1.99,2,7,CHASE,GOOD ,19,1,WINNER,3.98
627,2,1.52,280,12,CHASE,GOOD/FIRM,11,3,WINNER,3.04
628,2,1.97,223,9,FLAT,HEAVY,60,1,LOSER,-2.0
629,2,6.0,321,13,HURDLE,GOOD/SOFT,37,1,WINNER,12.0
630,5,300.0,87,13,HURDLE,GOOD/FIRM,42,4,LOSER,-5.0
631,2,2.2,75,8,FLAT,GOOD/SOFT,44,3,LOSER,-2.0
632,2,1.05,29,6,FLAT,SOFT,8,2,WINNER,2.1
633,2,1.62,228,5,HURDLE,FAST,8,1,LOSER,-2.0
634,5,2.02,121,9,CHASE,SOFT,15,4,LOSER,-5.0
635,2,120.0,32,18,CHASE,GOOD/FIRM,13,2,LOSER,-2.0
636,2,1.68,33,7,HURDLE,GOOD/SOFT,10,2,LOSER,-2.0
637,2,1.26,95,7,HURDLE,FAST,13,1,WINNER,2.52
638,5,1.14,49,6,FLAT,HEAVY,24,5,WINNER,5.699999999999999
639,2,4.2,849,11,FLAT,GOOD/FIRM,34,2,LOSER,-2.0
640,2,5.4,860,6,FLAT,GOOD ,21,1,LOSER,-2.0
641,2,160.0,787,11,HURDLE,FIRM,28,1,LOSER,-2.0
642,2,200.0,282,8,HURDLE,GOOD ,11,1,LOSER,-2.0
643,2,1.32,279,7,HURDLE,GOOD/FIRM,40,2,LOSER,-2.0
644,2,1.65,27,7,HURDLE,GOOD ,29,1,WINNER,3.3
645,5,2.64,35,9,FLAT,HEAVY,48,4,WINNER,13.200000000000001
646,2,1.66,2027,19,HURDLE,HEAVY,18,2,WINNER,3.32
647,2,2.1,28,6,FLAT,FAST,62,1,LOSER,-2.0
648,5,1.32,7,12,FLAT,FIRM,33,4,WINNER,6.6000000000000005
649,2,1.77,117,7,FLAT,FIRM,19,3,LOSER,-2.0
650,5,140.0,142,16,FLAT,GOOD/FIRM,14,5,LOSER,-5.0
651,2,1.26,1849,21,HURDLE,GOOD/FIRM,11,3,LOSER,-2.0
652,2,1.56,378,9,FLAT,FAST,63,2,LOSER,-2.0
653,2,7.8,11,9,HURDLE,GOOD/SOFT,18,2,LOSER,-2.0
654,2,5.1,35,9,HURDLE,GOOD/FIRM,15,2,LOSER,-2.0
655,2,2.92,48,7,FLAT,FIRM,18,3,WINNER,5.84
656,2,2.48,26,8,HURDLE,SOFT,7,2,LOSER,-2.0
657,2,1.18,633,9,FLAT,GOOD ,39,2,LOSER,-2.0
658,2,3.7,378,7,CHASE,FAST,31,3,LOSER,-2.0
659,5,1.16,1481,10,CHASE,GOOD/FIRM,22,5,WINNER,5.8
660,5,1.56,270,8,FLAT,GOOD/SOFT,17,4,LOSER,-5.0
661,5,9.4,834,10,HURDLE,GOOD/FIRM,16,4,WINNER,47.0
662,5,450.0,162,7,CHASE,HEAVY,74,4,LOSER,-5.0
663,2,7.0,239,6,CHASE,GOOD/SOFT,38,3,LOSER,-2.0
664,2,3.15,1374,11,FLAT,GOOD/FIRM,28,2,LOSER,-2.0
665,5,2.3,112,10,FLAT,FAST,17,4,LOSER,-5.0
666,5,2.72,221,10,CHASE,GOOD/FIRM,26,4,WINNER,13.600000000000001
667,2,5.2,767,9,FLAT,FAST,55,2,LOSER,-2.0
668,2,1.83,75,9,CHASE,GOOD/SOFT,16,2,WINNER,3.66
669,2,2.28,12,8,HURDLE,SOFT,11,1,LOSER,-2.0
670,5,1.97,935,12,FLAT,FIRM,24,4,LOSER,-5.0
671,2,2.84,735,9,CHASE,GOOD/SOFT,22,1,LOSER,-2.0
672,2,700.0,176,11,FLAT,FIRM,7,2,LOSER,-2.0
673,2,1.06,390,18,CHASE,FAST,64,1,WINNER,2.12
674,2,2.24,85,6,FLAT,GOOD/SOFT,39,2,WINNER,4.48
675,2,3.2,5,21,FLAT,GOOD/SOFT,33,2,LOSER,-2.0
676,2,1.71,64,14,HURDLE,GOOD/SOFT,58,1,WINNER,3.42
677,5,2.58,41,6,HURDLE,GOOD ,33,5,WINNER,12.9
678,2,20.0,180,6,HURDLE,FAST,12,1,LOSER,-2.0
679,5,1.74,404,14,CHASE,GOOD ,17,4,LOSER,-5.0
680,2,1.55,232,5,FLAT,FIRM,40,2,WINNER,3.1
681,5,1.99,12,11,FLAT,GOOD ,29,5,LOSER,-5.0
682,5,2.7,5,17,HURDLE,FAST,24,4,LOSER,-5.0
683,2,6.8,485,15,HURDLE,GOOD/FIRM,22,1,LOSER,-2.0
684,2,6.8,1353,14,HURDLE,GOOD/FIRM,25,1,LOSER,-2.0
685,2,2.54,417,19,FLAT,SOFT,21,2,LOSER,-2.0
686,5,4.8,82,6,FLAT,HEAVY,49,5,LOSER,-5.0
687,2,2.16,548,9,FLAT,FIRM,20,3,WINNER,4.32
688,5,6.6,299,18,HURDLE,GOOD/SOFT,11,4,LOSER,-5.0
689,5,2.86,513,5,FLAT,GOOD ,50,4,LOSER,-5.0
690,2,9.8,86,18,FLAT,GOOD/SOFT,14,1,LOSER,-2.0
691,5,3.65,26,6,FLAT,FAST,23,5,LOSER,-5.0
692,2,9.2,435,7,FLAT,SOFT,25,3,LOSER,-2.0
693,2,1.34,43,21,HURDLE,GOOD/SOFT,95,2,WINNER,2.68
694,2,2.14,79,8,CHASE,FAST,17,1,LOSER,-2.0
695,5,4.1,286,10,HURDLE,GOOD ,28,5,LOSER,-5.0
696,5,5.3,728,10,HURDLE,FIRM,17,4,LOSER,-5.0
697,2,1.87,118,5,FLAT,FIRM,54,3,WINNER,3.74
698,2,3.55,8,9,HURDLE,GOOD/SOFT,27,1,LOSER,-2.0
699,5,1.51,177,8,HURDLE,FIRM,18,5,LOSER,-5.0
700,5,1.79,54,6,HURDLE,GOOD/FIRM,27,5,LOSER,-5.0
701,5,2.58,29,18,FLAT,HEAVY,22,5,LOSER,-5.0
702,2,1.66,999,10,HURDLE,GOOD ,13,3,LOSER,-2.0
703,2,4.6,114,7,HURDLE,GOOD/FIRM,21,1,WINNER,9.2
704,5,2.24,416,17,FLAT,HEAVY,20,5,LOSER,-5.0
705,5,2.64,1741,7,FLAT,SOFT,76,5,LOSER,-5.0
706,2,1.96,51,13,FLAT,FAST,18,1,WINNER,3.92
707,2,2.58,106,18,FLAT,GOOD/FIRM,22,2,WINNER,5.16
708,2,4.1,5,18,FLAT,GOOD/FIRM,69,2,LOSER,-2.0
709,2,1.23,76,8,FLAT,FAST,19,1,WINNER,2.46
710,5,2.28,1562,16,FLAT,HEAVY,39,4,LOSER,-5.0
711,2,1.76,346,9,HURDLE,GOOD/SOFT,18,2,WINNER,3.52
712,2,350.0,9,8,HURDLE,GOOD/FIRM,25,1,LOSER,-2.0
713,5,8.0,231,11,CHASE,FAST,14,5,WINNER,40.0
714,2,1.81,13,9,CHASE,GOOD ,15,2,WINNER,3.62
715,2,3.55,2,7,HURDLE,GOOD ,13,2,LOSER,-2.0
716,5,1.85,175,8,HURDLE,GOOD/FIRM,20,4,WINNER,9.25
717,5,1.14,1559,13,CHASE,GOOD/SOFT,49,5,WINNER,5.699999999999999
718,2,1.28,9,12,HURDLE,GOOD/FIRM,51,1,WINNER,2.56
719,2,1.03,62,7,CHASE,FIRM,18,3,WINNER,2.06
720,5,1.21,516,6,HURDLE,FIRM,28,4,LOSER,-5.0
721,2,1.99,251,22,FLAT,FAST,37,3,WINNER,3.98
722,5,1.29,75,11,FLAT,HEAVY,35,4,WINNER,6.45
725,5,200.0,504,24,CHASE,HEAVY,43,4,LOSER,-5.0
726,5,8.0,496,10,FLAT,FIRM,33,5,LOSER,-5.0
727,2,9.4,46,9,FLAT,GOOD ,17,2,LOSER,-2.0
728,5,50.0,66,15,FLAT,FIRM,44,5,LOSER,-5.0
729,5,3.9,723,5,FLAT,FAST,15,4,LOSER,-5.0
730,2,1.45,1791,8,FLAT,SOFT,19,2,LOSER,-2.0
731,2,30.0,188,8,HURDLE,FAST,28,2,LOSER,-2.0
732,2,1.03,297,8,HURDLE,GOOD/FIRM,9,1,WINNER,2.06
733,5,2.36,107,7,HURDLE,FIRM,13,4,WINNER,11.799999999999999
734,2,100.0,83,19,FLAT,FIRM,12,2,LOSER,-2.0
735,5,3.05,350,12,FLAT,SOFT,33,5,LOSER,-5.0
736,5,1.05,35,10,FLAT,FAST,29,4,WINNER,5.25
737,2,2.1,17,15,FLAT,GOOD ,14,1,WINNER,4.2
738,2,2.96,651,16,FLAT,GOOD/SOFT,24,1,LOSER,-2.0
739,2,1.25,207,6,HURDLE,GOOD/FIRM,23,1,WINNER,2.5
740,2,1.4,51,11,HURDLE,GOOD ,16,3,WINNER,2.8
